"","region","year_group","country_txt","type_sankey","target_sankey","dbsource_sankey","count_attacks","kills","wounded"
"279","Middle East & North Africa","1980-1984","Iran","Facility/Infrastructure Attack","Transportation","PGIS",1,0,0
"280","Middle East & North Africa","1980-1984","Iran","Hijacking","Transportation","PGIS",4,0,0
"281","Middle East & North Africa","1980-1984","Iran","Hijacking","Transportation","Other Source",1,0,0
"282","Middle East & North Africa","1980-1984","Iraq","Bombing/Explosion","Private Citizens & Property","PGIS",1,3,7
"283","Middle East & North Africa","1980-1984","Iraq","Bombing/Explosion","Military","PGIS",1,0,0
"284","Middle East & North Africa","1980-1984","Iraq","Bombing/Explosion","Business, Utilities & Communication","PGIS",1,76,0
"285","Middle East & North Africa","1980-1984","Iraq","Bombing/Explosion","Government","PGIS",5,23,139
"286","Middle East & North Africa","1980-1984","Iraq","Bombing/Explosion","Transportation","PGIS",2,1,0
"287","Middle East & North Africa","1980-1984","Iraq","Armed Assault","Business, Utilities & Communication","PGIS",1,0,0
"288","Middle East & North Africa","1980-1984","Iraq","Assassination","Government","PGIS",2,2,2
"289","Middle East & North Africa","1980-1984","Iraq","Hostage Taking","Private Citizens & Property","PGIS",3,0,0
"290","Middle East & North Africa","1980-1984","Iraq","Hostage Taking","Business, Utilities & Communication","PGIS",2,0,0
"291","Middle East & North Africa","1980-1984","Iraq","Hijacking","Transportation","PGIS",1,0,0
"292","Middle East & North Africa","1980-1984","Israel","Bombing/Explosion","Private Citizens & Property","PGIS",65,16,74
"293","Middle East & North Africa","1980-1984","Israel","Bombing/Explosion","Military","PGIS",26,5,23
"294","Middle East & North Africa","1980-1984","Israel","Bombing/Explosion","Police","PGIS",7,0,0
"295","Middle East & North Africa","1980-1984","Israel","Bombing/Explosion","Business, Utilities & Communication","PGIS",31,2,50
"296","Middle East & North Africa","1980-1984","Israel","Bombing/Explosion","Unknown, religious & militia","PGIS",11,1,5
"297","Middle East & North Africa","1980-1984","Israel","Bombing/Explosion","Government","PGIS",7,3,17
"298","Middle East & North Africa","1980-1984","Israel","Bombing/Explosion","Transportation","PGIS",34,8,88
"299","Middle East & North Africa","1980-1984","Israel","Armed Assault","Private Citizens & Property","PGIS",6,0,1
"300","Middle East & North Africa","1980-1984","Israel","Armed Assault","Military","PGIS",10,0,1
"301","Middle East & North Africa","1980-1984","Israel","Armed Assault","Police","PGIS",5,0,1
"302","Middle East & North Africa","1980-1984","Israel","Armed Assault","Business, Utilities & Communication","PGIS",1,0,5
"303","Middle East & North Africa","1980-1984","Israel","Armed Assault","Unknown, religious & militia","PGIS",2,0,0
"304","Middle East & North Africa","1980-1984","Israel","Armed Assault","Government","PGIS",2,0,0
"305","Middle East & North Africa","1980-1984","Israel","Armed Assault","Transportation","PGIS",9,0,5
"306","Middle East & North Africa","1980-1984","Israel","Assassination","Private Citizens & Property","PGIS",2,2,0
"307","Middle East & North Africa","1980-1984","Israel","Assassination","Government","PGIS",5,2,4
"308","Middle East & North Africa","1980-1984","Israel","Hostage Taking","Transportation","Other Source",1,3,7
"309","Middle East & North Africa","1980-1984","Israel","Unknown","Military","PGIS",1,0,0
"310","Middle East & North Africa","1980-1984","Israel","Facility/Infrastructure Attack","Private Citizens & Property","PGIS",7,0,2
"311","Middle East & North Africa","1980-1984","Israel","Facility/Infrastructure Attack","Military","PGIS",1,1,2
"312","Middle East & North Africa","1980-1984","Israel","Facility/Infrastructure Attack","Police","PGIS",1,0,0
"313","Middle East & North Africa","1980-1984","Israel","Facility/Infrastructure Attack","Business, Utilities & Communication","PGIS",3,0,0
"314","Middle East & North Africa","1980-1984","Israel","Facility/Infrastructure Attack","Government","PGIS",1,0,0
"315","Middle East & North Africa","1980-1984","Israel","Facility/Infrastructure Attack","Transportation","PGIS",4,0,0
"316","Middle East & North Africa","1980-1984","Jordan","Bombing/Explosion","Private Citizens & Property","PGIS",3,0,0
"317","Middle East & North Africa","1980-1984","Jordan","Bombing/Explosion","Military","PGIS",1,0,0
"318","Middle East & North Africa","1980-1984","Jordan","Bombing/Explosion","Police","PGIS",1,0,1
"319","Middle East & North Africa","1980-1984","Jordan","Bombing/Explosion","Business, Utilities & Communication","PGIS",4,0,8
"320","Middle East & North Africa","1980-1984","Jordan","Bombing/Explosion","Government","PGIS",2,0,2
"321","Middle East & North Africa","1980-1984","Jordan","Assassination","Unknown, religious & militia","PGIS",1,1,0
"322","Middle East & North Africa","1980-1984","Jordan","Assassination","Government","PGIS",4,1,2
"323","Middle East & North Africa","1980-1984","Kuwait","Bombing/Explosion","Private Citizens & Property","PGIS",1,0,0
"324","Middle East & North Africa","1980-1984","Kuwait","Bombing/Explosion","Business, Utilities & Communication","PGIS",3,0,10
"325","Middle East & North Africa","1980-1984","Kuwait","Bombing/Explosion","Government","PGIS",5,0,3
"326","Middle East & North Africa","1980-1984","Kuwait","Bombing/Explosion","Transportation","PGIS",2,1,0
"327","Middle East & North Africa","1980-1984","Kuwait","Assassination","Private Citizens & Property","PGIS",2,2,0
"328","Middle East & North Africa","1980-1984","Kuwait","Assassination","Government","PGIS",2,0,1
"329","Middle East & North Africa","1980-1984","Kuwait","Hijacking","Transportation","Other Source",1,4,2
"330","Middle East & North Africa","1980-1984","Lebanon","Bombing/Explosion","Private Citizens & Property","PGIS",67,151,699
"331","Middle East & North Africa","1980-1984","Lebanon","Bombing/Explosion","Military","PGIS",160,377,367
"332","Middle East & North Africa","1980-1984","Lebanon","Bombing/Explosion","Military","Other Source",1,90,0
"333","Middle East & North Africa","1980-1984","Lebanon","Bombing/Explosion","Police","PGIS",9,85,310
"334","Middle East & North Africa","1980-1984","Lebanon","Bombing/Explosion","Business, Utilities & Communication","PGIS",74,61,241
"335","Middle East & North Africa","1980-1984","Lebanon","Bombing/Explosion","Business, Utilities & Communication","Other Source",3,0,0
"336","Middle East & North Africa","1980-1984","Lebanon","Bombing/Explosion","Unknown, religious & militia","PGIS",24,115,400
"337","Middle East & North Africa","1980-1984","Lebanon","Bombing/Explosion","Government","PGIS",79,203,422
"338","Middle East & North Africa","1980-1984","Lebanon","Bombing/Explosion","Transportation","PGIS",23,1,6
"339","Middle East & North Africa","1980-1984","Lebanon","Bombing/Explosion","Transportation","Other Source",2,0,0
"340","Middle East & North Africa","1980-1984","Lebanon","Armed Assault","Private Citizens & Property","PGIS",5,28,21
"341","Middle East & North Africa","1980-1984","Lebanon","Armed Assault","Military","PGIS",64,18,40
"342","Middle East & North Africa","1980-1984","Lebanon","Armed Assault","Police","PGIS",6,2,11
"343","Middle East & North Africa","1980-1984","Lebanon","Armed Assault","Business, Utilities & Communication","PGIS",4,7,12
"344","Middle East & North Africa","1980-1984","Lebanon","Armed Assault","Government","PGIS",5,4,1
"345","Middle East & North Africa","1980-1984","Lebanon","Assassination","Private Citizens & Property","PGIS",11,9,3
"346","Middle East & North Africa","1980-1984","Lebanon","Assassination","Military","PGIS",12,7,11
"347","Middle East & North Africa","1980-1984","Lebanon","Assassination","Police","PGIS",3,1,3
"348","Middle East & North Africa","1980-1984","Lebanon","Assassination","Business, Utilities & Communication","PGIS",6,4,4
"349","Middle East & North Africa","1980-1984","Lebanon","Assassination","Unknown, religious & militia","PGIS",23,23,39
"350","Middle East & North Africa","1980-1984","Lebanon","Assassination","Unknown, religious & militia","Other Source",4,4,1
"351","Middle East & North Africa","1980-1984","Lebanon","Assassination","Government","PGIS",50,59,106
"352","Middle East & North Africa","1980-1984","Lebanon","Hostage Taking","Private Citizens & Property","PGIS",2,1,0
"353","Middle East & North Africa","1980-1984","Lebanon","Hostage Taking","Business, Utilities & Communication","PGIS",12,2,1
"354","Middle East & North Africa","1980-1984","Lebanon","Hostage Taking","Unknown, religious & militia","PGIS",5,3,10
"355","Middle East & North Africa","1980-1984","Lebanon","Hostage Taking","Government","PGIS",13,2,2
"356","Middle East & North Africa","1980-1984","Lebanon","Hostage Taking","Transportation","PGIS",1,0,0
"357","Middle East & North Africa","1980-1984","Lebanon","Unknown","Private Citizens & Property","PGIS",1,0,0
"358","Middle East & North Africa","1980-1984","Lebanon","Unknown","Private Citizens & Property","Other Source",1,0,0
"359","Middle East & North Africa","1980-1984","Lebanon","Unknown","Military","PGIS",4,5,5
"360","Middle East & North Africa","1980-1984","Lebanon","Unknown","Business, Utilities & Communication","Other Source",1,0,0
"361","Middle East & North Africa","1980-1984","Lebanon","Unknown","Government","PGIS",3,2,0
"362","Middle East & North Africa","1980-1984","Lebanon","Unknown","Transportation","PGIS",1,0,0
"363","Middle East & North Africa","1980-1984","Lebanon","Facility/Infrastructure Attack","Military","PGIS",1,0,0
"364","Middle East & North Africa","1980-1984","Lebanon","Facility/Infrastructure Attack","Government","PGIS",1,0,0
"365","Middle East & North Africa","1980-1984","Lebanon","Hijacking","Transportation","PGIS",6,0,2
"366","Middle East & North Africa","1980-1984","Libya","Bombing/Explosion","Military","PGIS",1,0,0
"367","Middle East & North Africa","1980-1984","Libya","Bombing/Explosion","Business, Utilities & Communication","PGIS",1,0,0
"368","Middle East & North Africa","1980-1984","Libya","Bombing/Explosion","Transportation","PGIS",1,0,0
"369","Middle East & North Africa","1980-1984","Libya","Assassination","Government","PGIS",1,15,1
"370","Middle East & North Africa","1980-1984","Libya","Facility/Infrastructure Attack","Government","PGIS",1,0,0
"371","Middle East & North Africa","1980-1984","North Yemen","Assassination","Government","PGIS",1,1,0
"372","Middle East & North Africa","1980-1984","Qatar","Facility/Infrastructure Attack","Government","PGIS",1,1,0
"373","Middle East & North Africa","1980-1984","Saudi Arabia","Hijacking","Transportation","PGIS",2,0,1
"374","Middle East & North Africa","1980-1984","South Yemen","Hijacking","Transportation","PGIS",1,0,2
"375","Middle East & North Africa","1980-1984","Syria","Bombing/Explosion","Private Citizens & Property","PGIS",8,97,151
"376","Middle East & North Africa","1980-1984","Syria","Bombing/Explosion","Military","PGIS",11,95,60
"377","Middle East & North Africa","1980-1984","Syria","Bombing/Explosion","Business, Utilities & Communication","PGIS",5,14,17
"378","Middle East & North Africa","1980-1984","Syria","Bombing/Explosion","Unknown, religious & militia","PGIS",1,0,0
"379","Middle East & North Africa","1980-1984","Syria","Bombing/Explosion","Government","PGIS",5,27,10
"380","Middle East & North Africa","1980-1984","Syria","Bombing/Explosion","Transportation","PGIS",8,62,15
"381","Middle East & North Africa","1980-1984","Syria","Armed Assault","Private Citizens & Property","PGIS",2,5,2
"382","Middle East & North Africa","1980-1984","Syria","Armed Assault","Military","PGIS",10,13,16
"383","Middle East & North Africa","1980-1984","Syria","Armed Assault","Police","PGIS",1,0,0
"384","Middle East & North Africa","1980-1984","Syria","Armed Assault","Government","PGIS",1,14,0
"385","Middle East & North Africa","1980-1984","Syria","Assassination","Private Citizens & Property","PGIS",3,1,2
"386","Middle East & North Africa","1980-1984","Syria","Assassination","Military","PGIS",10,14,0
"387","Middle East & North Africa","1980-1984","Syria","Assassination","Police","PGIS",1,2,0
"388","Middle East & North Africa","1980-1984","Syria","Assassination","Business, Utilities & Communication","PGIS",5,5,0
"389","Middle East & North Africa","1980-1984","Syria","Assassination","Unknown, religious & militia","PGIS",2,2,0
"390","Middle East & North Africa","1980-1984","Syria","Assassination","Government","PGIS",13,18,1
"391","Middle East & North Africa","1980-1984","Syria","Hostage Taking","Military","PGIS",1,0,0
"392","Middle East & North Africa","1980-1984","Syria","Hostage Taking","Business, Utilities & Communication","PGIS",1,1,0
"393","Middle East & North Africa","1980-1984","Syria","Hostage Taking","Government","PGIS",1,1,0
"394","Middle East & North Africa","1980-1984","Syria","Unknown","Military","PGIS",1,0,0
"395","Middle East & North Africa","1980-1984","Syria","Unknown","Police","PGIS",3,3,0
"396","Middle East & North Africa","1980-1984","Syria","Unknown","Unknown, religious & militia","PGIS",1,3,0
"397","Middle East & North Africa","1980-1984","Syria","Unknown","Transportation","PGIS",1,3,0
"398","Middle East & North Africa","1980-1984","Syria","Hijacking","Transportation","Other Source",1,0,0
"399","Middle East & North Africa","1980-1984","Tunisia","Bombing/Explosion","Police","PGIS",1,41,100
"400","Middle East & North Africa","1980-1984","Turkey","Bombing/Explosion","Private Citizens & Property","PGIS",4,11,21
"401","Middle East & North Africa","1980-1984","Turkey","Bombing/Explosion","Military","PGIS",2,1,9
"402","Middle East & North Africa","1980-1984","Turkey","Bombing/Explosion","Police","PGIS",3,4,4
"403","Middle East & North Africa","1980-1984","Turkey","Bombing/Explosion","Business, Utilities & Communication","PGIS",5,4,8
"404","Middle East & North Africa","1980-1984","Turkey","Bombing/Explosion","Unknown, religious & militia","PGIS",11,0,4
"405","Middle East & North Africa","1980-1984","Turkey","Bombing/Explosion","Government","PGIS",4,2,3
"406","Middle East & North Africa","1980-1984","Turkey","Bombing/Explosion","Transportation","PGIS",2,9,71
"407","Middle East & North Africa","1980-1984","Turkey","Armed Assault","Private Citizens & Property","PGIS",1,3,1
"408","Middle East & North Africa","1980-1984","Turkey","Armed Assault","Military","PGIS",3,5,6
"409","Middle East & North Africa","1980-1984","Turkey","Armed Assault","Police","PGIS",4,7,7
